SUBAREA,YEARU,CW,jd,PRICEPPND
14,2010,48,339,75.5
15,2010,48,339,97.5
16,2010,48,339,300
17,2010,48,339,72
18,2010,48,339,85
11,2005,49,339,155
12,2005,49,339,130.769230769231
13,2005,49,339,134
14,2005,49,339,88.8688524590164
15,2005,49,339,206.964285714286
16,2005,49,339,289.166666666667
17,2005,49,339,237.142857142857
18,2005,49,339,289.8
19,2005,49,339,348.363636363636
20,2005,49,339,375.581395348837
21,2005,49,339,358.76404494382
11,2006,49,339,313.965517241379
12,2006,49,339,72.1428571428571
13,2006,49,339,97.65625
14,2006,49,339,77.5806451612903
15,2006,49,339,134.391304347826
16,2006,49,339,142
17,2006,49,339,28.375
18,2006,49,339,103.055555555556
19,2006,49,339,269.5625
20,2006,49,339,294.6
11,2007,49,339,262.575757575758
12,2007,49,339,309.166666666667
13,2007,49,339,122.647058823529
14,2007,49,339,78.4259259259259
15,2007,49,339,107.6
16,2007,49,339,61.25
17,2007,49,339,307.617021276596
18,2007,49,339,254.708333333333
19,2007,49,339,443.636363636364
20,2007,49,339,296.818181818182
21,2007,49,339,458.378378378378
11,2011,49,339,349.333333333333
12,2011,49,339,176.071428571429
13,2011,49,339,166.075949367089
14,2011,49,339,122.626865671642
15,2011,49,339,221.736842105263
16,2011,49,339,209.583333333333
17,2011,49,339,270.916666666667
18,2011,49,339,112.5
19,2011,49,339,409.388888888889
20,2011,49,339,434
21,2011,49,339,399.571428571429
12,2004,48,340,316.346153846154
13,2004,48,340,72.6461538461539
14,2004,48,340,65.1632653061225
15,2004,48,340,167.111111111111
16,2004,48,340,41
17,2004,48,340,37.5
20,2004,48,340,441.875
21,2004,48,340,321.666666666667
11,2008,48,340,241.264705882353
12,2008,48,340,353.777777777778
13,2008,48,340,127.96875
14,2008,48,340,71.875
15,2008,48,340,161.631578947368
16,2008,48,340,61.6666666666667
17,2008,48,340,133
18,2008,48,340,61.6666666666667
19,2008,48,340,291.705882352941
20,2008,48,340,291.5
21,2008,48,340,272.631578947368
12,2009,48,340,92.7272727272727
13,2009,48,340,74
14,2009,48,340,150
18,2009,48,340,77
19,2009,48,340,270.454545454545
20,2009,48,340,217.884615384615
21,2009,48,340,204.230769230769
11,2005,49,340,213.125
12,2005,49,340,105.666666666667
13,2005,49,340,127.029411764706
14,2005,49,340,117.185185185185
15,2005,49,340,147.272727272727
16,2005,49,340,128.571428571429
17,2005,49,340,129.291666666667
18,2005,49,340,225.7
19,2005,49,340,206.407407407407
20,2005,49,340,448
11,2006,49,340,152.777777777778
12,2006,49,340,86.6666666666667
13,2006,49,340,82.0454545454545
14,2006,49,340,74.8979591836735
15,2006,49,340,120
17,2006,49,340,119.315789473684
18,2006,49,340,64.1666666666667
19,2006,49,340,177.2
21,2006,49,340,240.564516129032
11,2007,49,340,305
12,2007,49,340,138.125
13,2007,49,340,108.037974683544
14,2007,49,340,86.0882352941177
15,2007,49,340,122.5
16,2007,49,340,60
17,2007,49,340,124.142857142857
18,2007,49,340,227.837209302326
19,2007,49,340,229.1
20,2007,49,340,400.5
21,2007,49,340,385.625
11,2010,49,340,102.5
12,2010,49,340,116.153846153846
13,2010,49,340,114.235294117647
14,2010,49,340,85
15,2010,49,340,127.5
16,2010,49,340,99
17,2010,49,340,201.92
18,2010,49,340,298.9
19,2010,49,340,387.5
21,2010,49,340,430.166666666667
11,2011,49,340,345.833333333333
12,2011,49,340,192.5
13,2011,49,340,247.282608695652
14,2011,49,340,202.567567567568
15,2011,49,340,190
16,2011,49,340,128.888888888889
17,2011,49,340,172.636363636364
19,2011,49,340,392.727272727273
20,2011,49,340,386.9
21,2011,49,340,398.285714285714
11,2008,48,341,229.166666666667
12,2008,48,341,377
13,2008,48,341,78
14,2008,48,341,77.5
15,2008,48,341,41
16,2008,48,341,250
17,2008,48,341,153.851851851852
18,2008,48,341,61.1428571428571
19,2008,48,341,272.8
21,2008,48,341,281.129032258065
11,2004,49,341,221.157894736842
12,2004,49,341,142.322580645161
13,2004,49,341,102.538461538462
14,2004,49,341,124.51
15,2004,49,341,170.263157894737
16,2004,49,341,102.05
17,2004,49,341,186.777777777778
18,2004,49,341,412.857142857143
19,2004,49,341,357.933333333333
21,2004,49,341,406.590909090909
11,2005,49,341,376.148148148148
12,2005,49,341,98.75
13,2005,49,341,134.892857142857
14,2005,49,341,76.9803921568627
15,2005,49,341,137.142857142857
16,2005,49,341,98.5
17,2005,49,341,126.869565217391
18,2005,49,341,288.729166666667
19,2005,49,341,323.044444444444
20,2005,49,341,300.5
21,2005,49,341,331.333333333333
11,2006,49,341,240
12,2006,49,341,68
13,2006,49,341,70.5961538461538
14,2006,49,341,80.253164556962
15,2006,49,341,114.464285714286
16,2006,49,341,172.5
17,2006,49,341,146.615384615385
18,2006,49,341,115
19,2006,49,341,232
20,2006,49,341,302.741935483871
21,2006,49,341,262
11,2007,49,341,258.333333333333
12,2007,49,341,204
13,2007,49,341,114.716981132075
14,2007,49,341,64.5588235294118
15,2007,49,341,163.75
16,2007,49,341,60
17,2007,49,341,286.452380952381
18,2007,49,341,222.575
19,2007,49,341,392.454545454545
20,2007,49,341,425.416666666667
21,2007,49,341,443.676470588235
11,2009,49,341,216.75
12,2009,49,341,100.666666666667
13,2009,49,341,89.84375
14,2009,49,341,58.3928571428571
15,2009,49,341,97.5
17,2009,49,341,197.285714285714
18,2009,49,341,216.862068965517
19,2009,49,341,275.161290322581
20,2009,49,341,277.083333333333
21,2009,49,341,245
11,2010,49,341,190
12,2010,49,341,104.8
13,2010,49,341,82.6728971962617
14,2010,49,341,73.8
17,2010,49,341,96.3809523809524
18,2010,49,341,78.125
20,2010,49,341,398.631578947368
21,2010,49,341,386
11,2011,49,341,378.181818181818
12,2011,49,341,265.769230769231
13,2011,49,341,187.113402061856
14,2011,49,341,84.5098039215686
15,2011,49,341,301
16,2011,49,341,325.571428571429
17,2011,49,341,122.142857142857
18,2011,49,341,291.555555555556
19,2011,49,341,261.777777777778
21,2011,49,341,410.15
11,2008,48,342,253.75
12,2008,48,342,367.777777777778
13,2008,48,342,125.390625
14,2008,48,342,56.4285714285714
15,2008,48,342,280
17,2008,48,342,111.25
18,2008,48,342,50
21,2008,48,342,268.076923076923
11,2004,49,342,374.509433962264
12,2004,49,342,154.342857142857
13,2004,49,342,92.4705882352941
14,2004,49,342,143.938461538462
15,2004,49,342,302.222222222222
16,2004,49,342,80.625
17,2004,49,342,41.5555555555556
19,2004,49,342,387.322580645161
21,2004,49,342,366.071428571429
11,2005,49,342,209.761904761905
12,2005,49,342,105
13,2005,49,342,122.285714285714
14,2005,49,342,151.978723404255
15,2005,49,342,222.5
16,2005,49,342,235.333333333333
17,2005,49,342,157.027027027027
18,2005,49,342,420.454545454545
19,2005,49,342,315.353658536585
20,2005,49,342,362
21,2005,49,342,329.615384615385
11,2006,49,342,339.304347826087
12,2006,49,342,55
13,2006,49,342,143.684210526316
14,2006,49,342,85.5882352941177
15,2006,49,342,150.357142857143
16,2006,49,342,100
17,2006,49,342,222
18,2006,49,342,58.6
20,2006,49,342,252.5
21,2006,49,342,263.928571428571
11,2007,49,342,197.142857142857
12,2007,49,342,525
13,2007,49,342,135.952380952381
14,2007,49,342,87.8125
15,2007,49,342,193.705882352941
16,2007,49,342,75
17,2007,49,342,330.846153846154
18,2007,49,342,158.571428571429
20,2007,49,342,424.375
21,2007,49,342,447.894736842105
11,2009,49,342,108.75
12,2009,49,342,102.222222222222
13,2009,49,342,74.4444444444444
14,2009,49,342,77.8787878787879
15,2009,49,342,95
16,2009,49,342,145
17,2009,49,342,196
18,2009,49,342,78.875
19,2009,49,342,171.666666666667
20,2009,49,342,248.928571428571
21,2009,49,342,268.809523809524
11,2010,49,342,222.75
12,2010,49,342,122.272727272727
13,2010,49,342,79.3589743589744
14,2010,49,342,72.1153846153846
15,2010,49,342,66.6666666666667
16,2010,49,342,300
17,2010,49,342,232.326086956522
18,2010,49,342,233.894736842105
21,2010,49,342,403.666666666667
11,2011,49,342,438.571428571429
12,2011,49,342,246.666666666667
13,2011,49,342,114.594594594595
14,2011,49,342,82.4489795918367
15,2011,49,342,410
16,2011,49,342,218.333333333333
17,2011,49,342,216.0625
18,2011,49,342,347.878787878788
19,2011,49,342,449.25
20,2011,49,342,349.307692307692
21,2011,49,342,376.625
11,2004,49,343,252.095238095238
12,2004,49,343,179.577777777778
13,2004,49,343,106.746478873239
14,2004,49,343,92.1583333333333
15,2004,49,343,121
16,2004,49,343,203.095238095238
17,2004,49,343,148.96
18,2004,49,343,217.333333333333
19,2004,49,343,349.8
20,2004,49,343,367.083333333333
21,2004,49,343,391.95652173913
11,2005,49,343,220.25
12,2005,49,343,132.545454545455
13,2005,49,343,120.121951219512
14,2005,49,343,120.333333333333
15,2005,49,343,293.953488372093
16,2005,49,343,135
17,2005,49,343,247.692307692308
18,2005,49,343,150.666666666667
19,2005,49,343,394.86
20,2005,49,343,402.105263157895
21,2005,49,343,359
11,2006,49,343,90
12,2006,49,343,60
13,2006,49,343,111
14,2006,49,343,55.8333333333333
16,2006,49,343,133
17,2006,49,343,124.571428571429
18,2006,49,343,64.7142857142857
19,2006,49,343,237
11,2007,49,343,380.2
12,2007,49,343,560
13,2007,49,343,142.840909090909
14,2007,49,343,63.3333333333333
15,2007,49,343,203.333333333333
17,2007,49,343,243.833333333333
18,2007,49,343,227.5
21,2007,49,343,385.625
11,2008,49,343,261.75
12,2008,49,343,138.333333333333
13,2008,49,343,98.3968253968254
14,2008,49,343,113.75
15,2008,49,343,150.222222222222
16,2008,49,343,134.090909090909
17,2008,49,343,139.911764705882
18,2008,49,343,264.291666666667
19,2008,49,343,299.297297297297
21,2008,49,343,262.5
11,2009,49,343,204.090909090909
12,2009,49,343,114.318181818182
13,2009,49,343,92.9032258064516
14,2009,49,343,233.304347826087
15,2009,49,343,181.25
17,2009,49,343,236.222222222222
18,2009,49,343,174.48275862069
19,2009,49,343,247.314814814815
20,2009,49,343,268
21,2009,49,343,247.083333333333
11,2010,49,343,199.615384615385
12,2010,49,343,117
13,2010,49,343,101.25
14,2010,49,343,56.7708333333333
15,2010,49,343,171.428571428571
16,2010,49,343,200
17,2010,49,343,131.666666666667
18,2010,49,343,284.730769230769
19,2010,49,343,391.12
21,2010,49,343,377.6
11,2011,49,343,306.785714285714
12,2011,49,343,118.181818181818
13,2011,49,343,129.757142857143
14,2011,49,343,77.3
15,2011,49,343,278.5
16,2011,49,343,85
17,2011,49,343,311.45
18,2011,49,343,89
19,2011,49,343,416.4
21,2011,49,343,394.190476190476
11,2004,49,344,211
12,2004,49,344,116.458333333333
13,2004,49,344,122.654545454545
14,2004,49,344,169.839285714286
15,2004,49,344,259.606060606061
16,2004,49,344,61.8181818181818
17,2004,49,344,300.25
18,2004,49,344,344.4
19,2004,49,344,417.142857142857
20,2004,49,344,400
21,2004,49,344,358.863636363636
12,2005,49,344,107.272727272727
13,2005,49,344,135.734693877551
14,2005,49,344,65
15,2005,49,344,157.5
16,2005,49,344,101.666666666667
17,2005,49,344,242.666666666667
18,2005,49,344,210
20,2005,49,344,350
11,2006,49,344,88.3333333333333
12,2006,49,344,60
13,2006,49,344,85.3571428571429
14,2006,49,344,302.041666666667
15,2006,49,344,138.888888888889
17,2006,49,344,25
18,2006,49,344,67
11,2008,49,344,178.214285714286
12,2008,49,344,124.565217391304
13,2008,49,344,102.626262626263
14,2008,49,344,77.96875
15,2008,49,344,168.032258064516
16,2008,49,344,152.5
17,2008,49,344,132.4375
18,2008,49,344,198.111111111111
19,2008,49,344,228.909090909091
20,2008,49,344,287.916666666667
21,2008,49,344,295.852272727273
11,2009,49,344,182.894736842105
12,2009,49,344,167.96875
13,2009,49,344,101.967213114754
14,2009,49,344,57.1428571428571
15,2009,49,344,179.166666666667
16,2009,49,344,277.083333333333
17,2009,49,344,176.117647058824
18,2009,49,344,229.470588235294
19,2009,49,344,306
21,2009,49,344,260.434782608696
11,2010,49,344,192.727272727273
12,2010,49,344,92.8947368421053
13,2010,49,344,91.7757009345794
14,2010,49,344,64.9130434782609
15,2010,49,344,216.944444444444
16,2010,49,344,300
17,2010,49,344,292.90625
18,2010,49,344,156.692307692308
19,2010,49,344,388.516129032258
20,2010,49,344,386
21,2010,49,344,398.352941176471
11,2011,49,344,274.230769230769
12,2011,49,344,155.833333333333
13,2011,49,344,128.880597014925
14,2011,49,344,87.2058823529412
15,2011,49,344,277.6875
16,2011,49,344,100
17,2011,49,344,243.666666666667
18,2011,49,344,88
20,2011,49,344,395.8
21,2011,49,344,360.555555555556
11,2007,50,344,283.414634146341
12,2007,50,344,202.826086956522
13,2007,50,344,111.716417910448
14,2007,50,344,103.061224489796
15,2007,50,344,212.4
16,2007,50,344,76.6666666666667
17,2007,50,344,275.55
18,2007,50,344,432.68115942029
19,2007,50,344,420.245762711864
20,2007,50,344,474
21,2007,50,344,384.72602739726
11,2004,49,345,204.25
12,2004,49,345,181.058823529412
13,2004,49,345,121.851851851852
14,2004,49,345,131.277777777778
15,2004,49,345,275.357142857143
16,2004,49,345,50
17,2004,49,345,217.435897435897
18,2004,49,345,343.75
19,2004,49,345,370.3125
20,2004,49,345,398.5
21,2004,49,345,427.118644067797
11,2005,49,345,310
12,2005,49,345,105.555555555556
13,2005,49,345,120.810810810811
14,2005,49,345,100.384615384615
16,2005,49,345,103.333333333333
17,2005,49,345,72
21,2005,49,345,335.882352941176
11,2008,49,345,265.714285714286
12,2008,49,345,113.333333333333
13,2008,49,345,105.232558139535
14,2008,49,345,89
15,2008,49,345,178.913043478261
16,2008,49,345,165
17,2008,49,345,165.230769230769
18,2008,49,345,303.815789473684
19,2008,49,345,298
20,2008,49,345,323.382352941176
21,2008,49,345,274.561403508772
11,2009,49,345,173.75
12,2009,49,345,111.153846153846
13,2009,49,345,100.37037037037
14,2009,49,345,89.5744680851064
15,2009,49,345,125.714285714286
17,2009,49,345,169.166666666667
18,2009,49,345,205.25
20,2009,49,345,262.954545454545
21,2009,49,345,220.645161290323
11,2010,49,345,220.238095238095
12,2010,49,345,109.375
13,2010,49,345,257.978165938865
14,2010,49,345,119.333333333333
16,2010,49,345,187.5
17,2010,49,345,207.916666666667
18,2010,49,345,273.8
21,2010,49,345,415.02
12,2011,49,345,107.5
13,2011,49,345,162.179487179487
14,2011,49,345,49
16,2011,49,345,90
17,2011,49,345,90
18,2011,49,345,446
19,2011,49,345,317.555555555556
20,2011,49,345,470.125
21,2011,49,345,408.571428571429
11,2006,50,345,220.4375
12,2006,50,345,101.176470588235
13,2006,50,345,108.04347826087
14,2006,50,345,103.029411764706
15,2006,50,345,86.6666666666667
16,2006,50,345,106.666666666667
17,2006,50,345,230.073170731707
18,2006,50,345,90.7333333333333
19,2006,50,345,234.12
20,2006,50,345,283.942307692308
21,2006,50,345,255.78125
11,2007,50,345,312.142857142857
12,2007,50,345,95
13,2007,50,345,113.723404255319
14,2007,50,345,119
15,2007,50,345,192.818181818182
17,2007,50,345,280.674418604651
18,2007,50,345,293.227272727273
19,2007,50,345,386.35
20,2007,50,345,394.285714285714
21,2007,50,345,427.34375
11,2004,49,346,115
12,2004,49,346,145.705882352941
13,2004,49,346,119.357142857143
14,2004,49,346,74.4642857142857
15,2004,49,346,106.666666666667
17,2004,49,346,176.909090909091
18,2004,49,346,224.6
19,2004,49,346,277.166666666667
12,2008,49,346,108.333333333333
13,2008,49,346,116
14,2008,49,346,64.4444444444444
16,2008,49,346,108.75
17,2008,49,346,175.75
18,2008,49,346,312.692307692308
19,2008,49,346,268.5
20,2008,49,346,310
21,2008,49,346,320
11,2009,49,346,195
12,2009,49,346,746.666666666667
13,2009,49,346,103.611111111111
14,2009,49,346,84.2307692307692
17,2009,49,346,197.571428571429
18,2009,49,346,81
21,2009,49,346,225.192307692308
11,2010,49,346,135
12,2010,49,346,119.444444444444
13,2010,49,346,187.954545454545
14,2010,49,346,121.153846153846
17,2010,49,346,234.25
18,2010,49,346,64
21,2010,49,346,417.24
11,2005,50,346,228.076923076923
12,2005,50,346,130.352941176471
13,2005,50,346,100.444444444444
14,2005,50,346,121.25
15,2005,50,346,190
16,2005,50,346,302.777777777778
17,2005,50,346,309.396551724138
18,2005,50,346,180.411764705882
19,2005,50,346,319.605263157895
20,2005,50,346,317.894736842105
21,2005,50,346,399.736842105263
11,2006,50,346,162.352941176471
12,2006,50,346,153.75
13,2006,50,346,112.857142857143
14,2006,50,346,146.375
15,2006,50,346,110.4
16,2006,50,346,238.157894736842
17,2006,50,346,219.5
18,2006,50,346,241.666666666667
19,2006,50,346,206.941176470588
20,2006,50,346,282.1875
21,2006,50,346,299.21875
11,2007,50,346,212.916666666667
12,2007,50,346,465
13,2007,50,346,198.082191780822
14,2007,50,346,69.7916666666667
15,2007,50,346,183.75
16,2007,50,346,188.888888888889
17,2007,50,346,158
18,2007,50,346,202.285714285714
19,2007,50,346,328.447368421053
20,2007,50,346,379
21,2007,50,346,416.153846153846
11,2011,50,346,382.5
12,2011,50,346,287.941176470588
13,2011,50,346,116.195652173913
14,2011,50,346,74.6428571428571
15,2011,50,346,89.25
16,2011,50,346,335.666666666667
17,2011,50,346,362.295081967213
18,2011,50,346,383.960784313725
19,2011,50,346,379.230769230769
21,2011,50,346,412.136363636364
11,2004,49,347,274.5
12,2004,49,347,199.8
13,2004,49,347,80.7027027027027
14,2004,49,347,83.4615384615385
15,2004,49,347,65
16,2004,49,347,49.3846153846154
17,2004,49,347,32.5
18,2004,49,347,238.666666666667
19,2004,49,347,396.8
20,2004,49,347,408.333333333333
21,2004,49,347,357.5
11,2008,49,347,202.5
12,2008,49,347,158.333333333333
13,2008,49,347,156.666666666667
14,2008,49,347,76.25
15,2008,49,347,272.727272727273
17,2008,49,347,164.636363636364
18,2008,49,347,269.75
19,2008,49,347,308.928571428571
21,2008,49,347,283.125
12,2009,49,347,590.25
13,2009,49,347,96.4285714285714
14,2009,49,347,300
15,2009,49,347,90
17,2009,49,347,176
18,2009,49,347,80.6666666666667
19,2009,49,347,269.2
20,2009,49,347,243.666666666667
21,2009,49,347,205.686274509804
11,2005,50,347,212.941176470588
12,2005,50,347,132.727272727273
13,2005,50,347,124.153846153846
14,2005,50,347,72.7142857142857
15,2005,50,347,195.909090909091
16,2005,50,347,334.666666666667
17,2005,50,347,373.8
18,2005,50,347,293.12
19,2005,50,347,369.076923076923
20,2005,50,347,384.583333333333
21,2005,50,347,368.666666666667
11,2006,50,347,215.857142857143
12,2006,50,347,114.166666666667
13,2006,50,347,92.03125
14,2006,50,347,102.592592592593
15,2006,50,347,126.125
17,2006,50,347,135.416666666667
18,2006,50,347,184.136363636364
19,2006,50,347,256.842105263158
20,2006,50,347,318.030303030303
21,2006,50,347,276.136363636364
11,2007,50,347,248.5
12,2007,50,347,173.333333333333
13,2007,50,347,142.962962962963
14,2007,50,347,68.9473684210526
15,2007,50,347,203.75
17,2007,50,347,256.741935483871
18,2007,50,347,355.55
19,2007,50,347,305.16
20,2007,50,347,410
21,2007,50,347,401
11,2010,50,347,401.227272727273
12,2010,50,347,97.1428571428571
13,2010,50,347,143.571428571429
14,2010,50,347,50.75
17,2010,50,347,184.619047619048
18,2010,50,347,110.25
19,2010,50,347,366.857142857143
20,2010,50,347,466.666666666667
21,2010,50,347,404.132075471698
11,2011,50,347,590
12,2011,50,347,206.666666666667
13,2011,50,347,207.046153846154
14,2011,50,347,109.021739130435
15,2011,50,347,231.875
16,2011,50,347,166
17,2011,50,347,373.869565217391
18,2011,50,347,333.846153846154
19,2011,50,347,425.478260869565
21,2011,50,347,411.235294117647
11,2008,49,348,239.444444444444
12,2008,49,348,246.347826086957
13,2008,49,348,106.276595744681
14,2008,49,348,242.5
15,2008,49,348,169.857142857143
16,2008,49,348,65
17,2008,49,348,142.083333333333
18,2008,49,348,244.823529411765
19,2008,49,348,328.75
21,2008,49,348,288.648648648649
11,2004,50,348,267.357142857143
12,2004,50,348,167.081081081081
13,2004,50,348,176.257142857143
14,2004,50,348,105.60396039604
15,2004,50,348,281.555555555556
16,2004,50,348,248.702702702703
17,2004,50,348,211.984615384615
18,2004,50,348,364
19,2004,50,348,321.735537190083
20,2004,50,348,358.152173913043
21,2004,50,348,357.777777777778
11,2005,50,348,354.508196721311
12,2005,50,348,103.75
13,2005,50,348,179.666666666667
14,2005,50,348,82.6923076923077
15,2005,50,348,95
16,2005,50,348,78.8888888888889
17,2005,50,348,119.411764705882
18,2005,50,348,401.958333333333
19,2005,50,348,346.125
20,2005,50,348,412.142857142857
21,2005,50,348,334.264705882353
11,2006,50,348,95
12,2006,50,348,150.833333333333
13,2006,50,348,91.8
14,2006,50,348,102.763157894737
15,2006,50,348,128.7
16,2006,50,348,150
17,2006,50,348,144.875
18,2006,50,348,195.444444444444
19,2006,50,348,293.456140350877
20,2006,50,348,285.217391304348
21,2006,50,348,267.338709677419
11,2007,50,348,323.229166666667
12,2007,50,348,157.727272727273
13,2007,50,348,192.427419354839
14,2007,50,348,127.948717948718
15,2007,50,348,141.333333333333
16,2007,50,348,225.111111111111
17,2007,50,348,216.679245283019
18,2007,50,348,205.411764705882
19,2007,50,348,353.192307692308
20,2007,50,348,413.285714285714
21,2007,50,348,400.635135135135
11,2009,50,348,202.380952380952
12,2009,50,348,136.653846153846
13,2009,50,348,101.739130434783
14,2009,50,348,197.423076923077
15,2009,50,348,132.727272727273
16,2009,50,348,265.8
17,2009,50,348,226.307692307692
18,2009,50,348,214.340425531915
19,2009,50,348,180
20,2009,50,348,231.525423728814
21,2009,50,348,248.805309734513
11,2010,50,348,376.875
12,2010,50,348,85
13,2010,50,348,113.888888888889
14,2010,50,348,120.967741935484
15,2010,50,348,164.230769230769
16,2010,50,348,135
17,2010,50,348,323.507936507937
18,2010,50,348,370.918918918919
19,2010,50,348,401.5625
20,2010,50,348,446.588235294118
21,2010,50,348,412.176470588235
11,2011,50,348,226.666666666667
12,2011,50,348,186.666666666667
13,2011,50,348,102.87037037037
14,2011,50,348,115
15,2011,50,348,206.666666666667
16,2011,50,348,212.777777777778
17,2011,50,348,288.28
18,2011,50,348,349.444444444444
11,2008,49,349,326
12,2008,49,349,107.5
13,2008,49,349,83.3870967741936
14,2008,49,349,111.785714285714
15,2008,49,349,104.166666666667
17,2008,49,349,157.5
18,2008,49,349,289.5625
19,2008,49,349,196.333333333333
20,2008,49,349,268.076923076923
21,2008,49,349,309.565217391304
11,2004,50,349,215.409090909091
12,2004,50,349,80.6666666666667
13,2004,50,349,145.1375
14,2004,50,349,100.614035087719
15,2004,50,349,288.409090909091
16,2004,50,349,280.888888888889
17,2004,50,349,110.117647058824
18,2004,50,349,477.9
19,2004,50,349,378.616666666667
20,2004,50,349,405.2
21,2004,50,349,386.842105263158
11,2005,50,349,305.338461538462
12,2005,50,349,114.5
13,2005,50,349,169.444444444444
14,2005,50,349,103.297872340426
15,2005,50,349,102
16,2005,50,349,162.75
17,2005,50,349,379.461538461538
18,2005,50,349,373.48275862069
19,2005,50,349,308.9375
20,2005,50,349,378.59375
21,2005,50,349,340
11,2006,50,349,190
12,2006,50,349,60
13,2006,50,349,83.9722222222222
14,2006,50,349,104.722222222222
15,2006,50,349,124.736842105263
16,2006,50,349,75
17,2006,50,349,231.342105263158
18,2006,50,349,252.307692307692
19,2006,50,349,267.111111111111
20,2006,50,349,324.354838709677
21,2006,50,349,334.285714285714
11,2007,50,349,272
12,2007,50,349,452.5
13,2007,50,349,194.747252747253
14,2007,50,349,88.75
15,2007,50,349,190.5
16,2007,50,349,188.75
17,2007,50,349,325.453125
18,2007,50,349,216.333333333333
19,2007,50,349,423.04347826087
20,2007,50,349,422.067796610169
21,2007,50,349,393.86301369863
11,2009,50,349,236.25
12,2009,50,349,89.5
13,2009,50,349,156.779661016949
14,2009,50,349,174.387755102041
15,2009,50,349,165.736842105263
16,2009,50,349,288.181818181818
17,2009,50,349,194.953488372093
18,2009,50,349,229.566037735849
19,2009,50,349,241.548780487805
20,2009,50,349,265.137254901961
21,2009,50,349,248.258278145695
11,2010,50,349,378.826086956522
12,2010,50,349,89
13,2010,50,349,179.525641025641
14,2010,50,349,166.285714285714
15,2010,50,349,123
17,2010,50,349,350.72972972973
18,2010,50,349,377.603448275862
19,2010,50,349,391.604938271605
20,2010,50,349,520
21,2010,50,349,398.868852459016
11,2011,50,349,352.5
12,2011,50,349,140
13,2011,50,349,228.157894736842
14,2011,50,349,113.5
15,2011,50,349,201.176470588235
16,2011,50,349,368.138461538462
17,2011,50,349,401.058823529412
18,2011,50,349,392
19,2011,50,349,411.272727272727
21,2011,50,349,395.351851851852
11,2004,50,350,390.46
12,2004,50,350,218.666666666667
13,2004,50,350,256.5875
14,2004,50,350,186.797101449275
15,2004,50,350,127.916666666667
16,2004,50,350,287.521739130435
17,2004,50,350,293.730769230769
18,2004,50,350,290.40625
19,2004,50,350,334.109589041096
20,2004,50,350,379.21568627451
21,2004,50,350,437.222222222222
11,2005,50,350,205.892857142857
12,2005,50,350,242.666666666667
13,2005,50,350,263.538461538462
14,2005,50,350,108.796296296296
15,2005,50,350,223.416666666667
16,2005,50,350,325.666666666667
17,2005,50,350,173.803921568627
18,2005,50,350,149.4
19,2005,50,350,311.15306122449
20,2005,50,350,411.666666666667
21,2005,50,350,363.571428571429
11,2006,50,350,346.666666666667
12,2006,50,350,95
13,2006,50,350,127.708333333333
14,2006,50,350,87.9411764705882
15,2006,50,350,128.157894736842
17,2006,50,350,148.105263157895
18,2006,50,350,118.333333333333
19,2006,50,350,172.333333333333
11,2007,50,350,219.285714285714
12,2007,50,350,320
13,2007,50,350,158.487804878049
14,2007,50,350,40
16,2007,50,350,200
18,2007,50,350,75
11,2008,50,350,151.75
12,2008,50,350,132.407407407407
13,2008,50,350,110.555555555556
14,2008,50,350,45.3521126760563
15,2008,50,350,148.392857142857
16,2008,50,350,107.5
17,2008,50,350,180.190476190476
18,2008,50,350,308
19,2008,50,350,287.225
20,2008,50,350,313.260869565217
21,2008,50,350,299.156626506024
11,2009,50,350,215.6
12,2009,50,350,123.333333333333
13,2009,50,350,169.732142857143
14,2009,50,350,115.925925925926
15,2009,50,350,169.461538461538
16,2009,50,350,92.1428571428571
17,2009,50,350,191.6
18,2009,50,350,190.0625
20,2009,50,350,250
21,2009,50,350,241.5
11,2010,50,350,356.666666666667
12,2010,50,350,97
13,2010,50,350,118.157894736842
14,2010,50,350,299.473684210526
16,2010,50,350,256.666666666667
17,2010,50,350,207.615384615385
18,2010,50,350,299.708333333333
19,2010,50,350,408.352380952381
20,2010,50,350,381.205882352941
21,2010,50,350,425.171428571429
11,2011,50,350,304.4
12,2011,50,350,295.47619047619
13,2011,50,350,206.372549019608
14,2011,50,350,145.769230769231
15,2011,50,350,420
17,2011,50,350,269.695652173913
18,2011,50,350,298.75
19,2011,50,350,406.548387096774
20,2011,50,350,434
21,2011,50,350,420.230769230769
11,2004,50,351,307
12,2004,50,351,387
13,2004,50,351,113.36231884058
14,2004,50,351,87.258064516129
15,2004,50,351,377.352941176471
16,2004,50,351,63.5666666666667
17,2004,50,351,328.716981132075
18,2004,50,351,413.224489795918
19,2004,50,351,348.157894736842
20,2004,50,351,372.258064516129
21,2004,50,351,364.558823529412
12,2005,50,351,109
13,2005,50,351,155.5
14,2005,50,351,115.625
15,2005,50,351,125
16,2005,50,351,291.538461538462
17,2005,50,351,321.866666666667
18,2005,50,351,370
19,2005,50,351,213.071428571429
20,2005,50,351,379.444444444444
11,2006,50,351,348.052631578947
13,2006,50,351,104.6875
14,2006,50,351,77.8571428571429
15,2006,50,351,100
16,2006,50,351,96.25
17,2006,50,351,146.3
18,2006,50,351,60.1
19,2006,50,351,224.4
20,2006,50,351,359.5
21,2006,50,351,266.666666666667
11,2008,50,351,181.25
12,2008,50,351,99.1666666666667
13,2008,50,351,93.2407407407407
