SUBAREA,YEARU,CW,jd,PRICEPPND
12,2008,11,79,276
14,2008,11,79,148.529411764706
15,2008,11,79,120
16,2008,11,79,316.428571428571
17,2008,11,79,58
11,2009,11,79,177.5
13,2009,11,79,185
14,2009,11,79,147.5
15,2009,11,79,186.25
16,2009,11,79,138
17,2009,11,79,198.636363636364
18,2009,11,79,367.692307692308
19,2009,11,79,265.333333333333
20,2009,11,79,336.25
21,2009,11,79,336.25
13,2010,11,79,274.615384615385
15,2010,11,79,237.5
17,2010,11,79,354.125
18,2010,11,79,136.142857142857
19,2010,11,79,259
21,2010,11,79,428.125
12,2011,11,79,85
13,2011,11,79,122.5
18,2011,11,79,176.5
19,2011,11,79,258
11,2006,12,79,125
14,2006,12,79,343.928571428571
15,2006,12,79,417.727272727273
16,2006,12,79,429.5
17,2006,12,79,334.35
18,2006,12,79,126.25
19,2006,12,79,327.875
20,2006,12,79,448.333333333333
13,2007,12,79,166.666666666667
14,2007,12,79,103.125
15,2007,12,79,427.777777777778
16,2007,12,79,427.777777777778
17,2007,12,79,399.75
18,2007,12,79,97
19,2007,12,79,279.142857142857
20,2007,12,79,358.333333333333
21,2007,12,79,363.75
11,2004,11,80,274.333333333333
13,2004,11,80,112
16,2004,11,80,75
17,2004,11,80,146.65
18,2004,11,80,368.466666666667
19,2004,11,80,246
11,2008,11,80,278
12,2008,11,80,0
13,2008,11,80,262.5
17,2008,11,80,78.3333333333333
18,2008,11,80,90
19,2008,11,80,154.5
11,2009,11,80,280
13,2009,11,80,204.166666666667
14,2009,11,80,255
15,2009,11,80,168.333333333333
16,2009,11,80,351.818181818182
17,2009,11,80,270.260869565217
18,2009,11,80,262.333333333333
19,2009,11,80,382.222222222222
20,2009,11,80,411.25
21,2009,11,80,361.666666666667
13,2010,11,80,175.714285714286
14,2010,11,80,245
19,2010,11,80,276
11,2005,12,80,204
12,2005,12,80,192.9
13,2005,12,80,185.428571428571
14,2005,12,80,262
15,2005,12,80,469
16,2005,12,80,379.777777777778
17,2005,12,80,387.096774193548
18,2005,12,80,487.777777777778
19,2005,12,80,428.692307692308
20,2005,12,80,487.777777777778
21,2005,12,80,425.294117647059
11,2006,12,80,229.75
13,2006,12,80,239.222222222222
14,2006,12,80,440
15,2006,12,80,236.666666666667
17,2006,12,80,210.684210526316
19,2006,12,80,241.25
11,2007,12,80,140
13,2007,12,80,223.125
18,2007,12,80,185.2
19,2007,12,80,294
11,2011,12,80,260
13,2011,12,80,129.285714285714
14,2011,12,80,195.75
15,2011,12,80,185
16,2011,12,80,180
17,2011,12,80,220.692307692308
18,2011,12,80,254.133333333333
19,2011,12,80,536.5
12,2004,11,81,185
13,2004,11,81,66.6666666666667
15,2004,11,81,190
17,2004,11,81,86.6666666666667
13,2008,11,81,146.25
18,2008,11,81,125
19,2008,11,81,163
17,2009,11,81,237.5
18,2009,11,81,100
20,2009,11,81,308
21,2009,11,81,308
11,2005,12,81,218
13,2005,12,81,240.625
14,2005,12,81,453.636363636364
15,2005,12,81,362.5
16,2005,12,81,488.5
17,2005,12,81,40
18,2005,12,81,115
19,2005,12,81,325
11,2006,12,81,365.666666666667
13,2006,12,81,164.166666666667
14,2006,12,81,150
15,2006,12,81,180
16,2006,12,81,200
17,2006,12,81,202.333333333333
19,2006,12,81,166
21,2006,12,81,363.75
11,2007,12,81,398.75
13,2007,12,81,63.75
14,2007,12,81,237.5
16,2007,12,81,161.666666666667
17,2007,12,81,125
19,2007,12,81,158
20,2007,12,81,435.625
21,2007,12,81,260
11,2010,12,81,213
12,2010,12,81,210
14,2010,12,81,307.65
15,2010,12,81,343
17,2010,12,81,264
18,2010,12,81,157.444444444444
19,2010,12,81,138.333333333333
21,2010,12,81,342
11,2011,12,81,327
13,2011,12,81,140.555555555556
14,2011,12,81,108.333333333333
15,2011,12,81,392.5
16,2011,12,81,140
17,2011,12,81,325.6
18,2011,12,81,201.521739130435
19,2011,12,81,191.5
11,2008,11,82,180
13,2008,11,82,231.25
17,2008,11,82,120
18,2008,11,82,125
19,2008,11,82,176
11,2004,12,82,107.5
12,2004,12,82,169.6
13,2004,12,82,325.125
14,2004,12,82,320.076923076923
15,2004,12,82,370
16,2004,12,82,109
17,2004,12,82,185.076923076923
18,2004,12,82,297.5
19,2004,12,82,216.666666666667
20,2004,12,82,471
21,2004,12,82,512.222222222222
11,2005,12,82,366.071428571429
12,2005,12,82,152
13,2005,12,82,229.285714285714
14,2005,12,82,172.5
15,2005,12,82,243.666666666667
17,2005,12,82,252.555555555556
18,2005,12,82,355.714285714286
19,2005,12,82,399.5
21,2005,12,82,441.25
11,2006,12,82,127.5
13,2006,12,82,186.666666666667
14,2006,12,82,154.666666666667
15,2006,12,82,200
16,2006,12,82,160
17,2006,12,82,203.588235294118
18,2006,12,82,185
19,2006,12,82,232.666666666667
11,2007,12,82,338
13,2007,12,82,238
14,2007,12,82,463.125
15,2007,12,82,463.125
16,2007,12,82,325.3125
17,2007,12,82,363.888888888889
18,2007,12,82,300.266666666667
19,2007,12,82,333.866666666667
13,2009,12,82,160
14,2009,12,82,333.055555555556
15,2009,12,82,164.5
16,2009,12,82,188.888888888889
17,2009,12,82,202
19,2009,12,82,235.904761904762
20,2009,12,82,368.333333333333
21,2009,12,82,307.386363636364
13,2010,12,82,228.571428571429
14,2010,12,82,122.5
17,2010,12,82,104
18,2010,12,82,149.777777777778
21,2010,12,82,386.5
12,2011,12,82,250
13,2011,12,82,178.75
14,2011,12,82,471.7
15,2011,12,82,263
13,2008,11,83,241.666666666667
18,2008,11,83,310.666666666667
13,2004,12,83,316.823529411765
14,2004,12,83,568.5
15,2004,12,83,90
17,2004,12,83,182.538461538462
18,2004,12,83,175.666666666667
19,2004,12,83,383.25
11,2005,12,83,304
12,2005,12,83,349.166666666667
13,2005,12,83,193.75
14,2005,12,83,433.315789473684
15,2005,12,83,103.333333333333
16,2005,12,83,127.5
17,2005,12,83,228.913043478261
18,2005,12,83,132.5
19,2005,12,83,402
21,2005,12,83,405.263157894737
12,2006,12,83,90
13,2006,12,83,135
16,2006,12,83,165.714285714286
17,2006,12,83,299.266666666667
11,2007,12,83,165
15,2007,12,83,180
17,2007,12,83,238.333333333333
18,2007,12,83,179
11,2009,12,83,168.75
13,2009,12,83,213.333333333333
14,2009,12,83,182.5
15,2009,12,83,172.5
16,2009,12,83,369.5
17,2009,12,83,329.114285714286
18,2009,12,83,416.25
19,2009,12,83,387.666666666667
20,2009,12,83,375.526315789474
21,2009,12,83,404.677419354839
13,2010,12,83,200
14,2010,12,83,147.142857142857
15,2010,12,83,140
16,2010,12,83,367.058823529412
17,2010,12,83,349.733333333333
18,2010,12,83,150.823529411765
21,2010,12,83,334.375
12,2011,12,83,236.666666666667
13,2011,12,83,162.5
14,2011,12,83,200.833333333333
15,2011,12,83,411
17,2011,12,83,306.666666666667
18,2011,12,83,185.818181818182
19,2011,12,83,351.666666666667
11,2004,12,84,110
13,2004,12,84,230.777777777778
14,2004,12,84,611
15,2004,12,84,548.125
16,2004,12,84,548.125
17,2004,12,84,211.157894736842
18,2004,12,84,135.2
19,2004,12,84,297.6
11,2005,12,84,300
13,2005,12,84,160.833333333333
15,2005,12,84,190
17,2005,12,84,218.166666666667
18,2005,12,84,210
13,2006,12,84,430
14,2006,12,84,355
17,2006,12,84,150
14,2007,12,84,287.5
15,2007,12,84,113.333333333333
17,2007,12,84,376
18,2007,12,84,155
11,2008,12,84,225
13,2008,12,84,176
14,2008,12,84,71.8181818181818
16,2008,12,84,165
17,2008,12,84,194.285714285714
18,2008,12,84,100
21,2008,12,84,529.375
11,2009,12,84,260
13,2009,12,84,202.5
14,2009,12,84,240.625
17,2009,12,84,193.333333333333
19,2009,12,84,204.1
11,2010,12,84,248.75
13,2010,12,84,193.333333333333
17,2010,12,84,252.666666666667
18,2010,12,84,149
19,2010,12,84,316.142857142857
21,2010,12,84,358.111111111111
11,2011,12,84,460
12,2011,12,84,275
13,2011,12,84,95
14,2011,12,84,298.75
15,2011,12,84,341.304347826087
17,2011,12,84,222
18,2011,12,84,281.454545454545
20,2011,12,84,530.5
21,2011,12,84,485.777777777778
11,2004,12,85,165
12,2004,12,85,186
13,2004,12,85,185
14,2004,12,85,135
17,2004,12,85,50
18,2004,12,85,210
19,2004,12,85,125
11,2005,12,85,217.5
13,2005,12,85,101
15,2005,12,85,123.333333333333
19,2005,12,85,303.625
21,2005,12,85,311.538461538462
11,2006,12,85,375
13,2006,12,85,100
19,2006,12,85,340
13,2008,12,85,300
14,2008,12,85,280.833333333333
17,2008,12,85,274
18,2008,12,85,146.5
19,2008,12,85,177.5
14,2009,12,85,311.304347826087
15,2009,12,85,356.428571428571
16,2009,12,85,182
17,2009,12,85,200.25
18,2009,12,85,145
19,2009,12,85,170.142857142857
21,2009,12,85,380
13,2010,12,85,207.5
14,2010,12,85,110
15,2010,12,85,254
17,2010,12,85,170.352941176471
18,2010,12,85,143.416666666667
11,2011,12,85,500
12,2011,12,85,470
13,2011,12,85,437.692307692308
14,2011,12,85,616.875
15,2011,12,85,500.615384615385
16,2011,12,85,616.875
17,2011,12,85,499.076923076923
18,2011,12,85,207
19,2011,12,85,187
11,2007,13,85,387.5
13,2007,13,85,191.875
14,2007,13,85,155.833333333333
15,2007,13,85,317.1875
16,2007,13,85,385.5
17,2007,13,85,335.3125
18,2007,13,85,302.1875
19,2007,13,85,389.666666666667
20,2007,13,85,426.111111111111
21,2007,13,85,426.551724137931
11,2004,12,86,124
13,2004,12,86,118
14,2004,12,86,160
15,2004,12,86,335
16,2004,12,86,105.166666666667
17,2004,12,86,145.75
18,2004,12,86,224.5
19,2004,12,86,192.5
12,2005,12,86,253.5
13,2005,12,86,202
11,2008,12,86,221.875
17,2008,12,86,130
18,2008,12,86,225
19,2008,12,86,255.416666666667
13,2009,12,86,158.75
14,2009,12,86,218.571428571429
17,2009,12,86,190
18,2009,12,86,150
19,2009,12,86,324.866666666667
20,2009,12,86,391.111111111111
21,2009,12,86,354.464285714286
13,2010,12,86,223.333333333333
17,2010,12,86,231.5
18,2010,12,86,127
13,2011,12,86,180.769230769231
17,2011,12,86,180
18,2011,12,86,192.333333333333
11,2006,13,86,267.5
12,2006,13,86,110
13,2006,13,86,125
14,2006,13,86,194.266666666667
15,2006,13,86,195.666666666667
16,2006,13,86,317.823529411765
17,2006,13,86,164.166666666667
18,2006,13,86,211
19,2006,13,86,186.3
20,2006,13,86,451.666666666667
21,2006,13,86,421.470588235294
13,2007,13,86,258.6
17,2007,13,86,225
18,2007,13,86,345.083333333333
19,2007,13,86,234.1
11,2004,12,87,440
12,2004,12,87,140.5
13,2004,12,87,776
17,2004,12,87,251.6
18,2004,12,87,229
12,2008,12,87,0
17,2008,12,87,375
18,2008,12,87,118.333333333333
19,2008,12,87,372.5
11,2009,12,87,255
14,2009,12,87,171.25
15,2009,12,87,157.5
20,2009,12,87,341.25
21,2009,12,87,345.4
18,2010,12,87,99.5
11,2005,13,87,190
13,2005,13,87,280
14,2005,13,87,421.090909090909
15,2005,13,87,130
16,2005,13,87,183
17,2005,13,87,173.0625
18,2005,13,87,231
19,2005,13,87,428.833333333333
11,2006,13,87,170.5
12,2006,13,87,106.666666666667
13,2006,13,87,180.833333333333
14,2006,13,87,267.666666666667
16,2006,13,87,136.666666666667
17,2006,13,87,227
18,2006,13,87,162.583333333333
14,2007,13,87,300
15,2007,13,87,219.090909090909
16,2007,13,87,323.333333333333
17,2007,13,87,381.521739130435
18,2007,13,87,294.666666666667
21,2007,13,87,427.777777777778
11,2011,13,87,400
12,2011,13,87,272.5
13,2011,13,87,221.818181818182
14,2011,13,87,452.307692307692
15,2011,13,87,412.8125
16,2011,13,87,135
17,2011,13,87,409.611111111111
18,2011,13,87,392.090909090909
19,2011,13,87,491
20,2011,13,87,492.384615384615
21,2011,13,87,502.727272727273
14,2004,12,88,325
15,2004,12,88,272
17,2004,12,88,97.5
18,2004,12,88,314.285714285714
13,2008,12,88,196.25
14,2008,12,88,156
17,2008,12,88,199.375
18,2008,12,88,212.857142857143
19,2008,12,88,153.333333333333
14,2009,12,88,300
17,2009,12,88,217.5
18,2009,12,88,147
13,2005,13,88,245.142857142857
17,2005,13,88,164.5
18,2005,13,88,135
13,2006,13,88,123.125
14,2006,13,88,265
15,2006,13,88,285
16,2006,13,88,130
17,2006,13,88,214.9
19,2006,13,88,224.285714285714
11,2007,13,88,165
13,2007,13,88,164
16,2007,13,88,236.666666666667
17,2007,13,88,257.5
18,2007,13,88,182.5
19,2007,13,88,281.666666666667
11,2010,13,88,260
12,2010,13,88,300
13,2010,13,88,212.222222222222
14,2010,13,88,320
15,2010,13,88,326.814814814815
16,2010,13,88,362.842105263158
17,2010,13,88,316.103448275862
18,2010,13,88,269.823529411765
19,2010,13,88,332.176470588235
20,2010,13,88,353.1
21,2010,13,88,367.5
11,2011,13,88,449.285714285714
12,2011,13,88,154.375
13,2011,13,88,163.333333333333
14,2011,13,88,351
15,2011,13,88,447.380952380952
17,2011,13,88,284.230769230769
18,2011,13,88,185.5
19,2011,13,88,186
11,2008,12,89,250
13,2008,12,89,153.75
16,2008,12,89,196
17,2008,12,89,103.571428571429
18,2008,12,89,200
11,2004,13,89,118.5
12,2004,13,89,251
13,2004,13,89,225.833333333333
14,2004,13,89,409.705882352941
15,2004,13,89,484.222222222222
16,2004,13,89,396.828571428571
17,2004,13,89,259.291666666667
18,2004,13,89,377.473684210526
19,2004,13,89,342.260869565217
20,2004,13,89,459.5
21,2004,13,89,494.473684210526
11,2005,13,89,242.857142857143
14,2005,13,89,294.555555555556
15,2005,13,89,256.666666666667
19,2005,13,89,283.518518518519
20,2005,13,89,488.5
12,2006,13,89,215.375
13,2006,13,89,210.909090909091
14,2006,13,89,473.846153846154
16,2006,13,89,143
17,2006,13,89,182.166666666667
18,2006,13,89,227.75
19,2006,13,89,198.6
13,2007,13,89,183.75
14,2007,13,89,257.222222222222
15,2007,13,89,154
18,2007,13,89,201.133333333333
19,2007,13,89,294
20,2007,13,89,463.125
21,2007,13,89,348.125
11,2009,13,89,257.5
13,2009,13,89,183.888888888889
14,2009,13,89,148.333333333333
17,2009,13,89,168.272727272727
18,2009,13,89,150.727272727273
19,2009,13,89,189.25
21,2009,13,89,374.2
11,2010,13,89,145
13,2010,13,89,75
14,2010,13,89,201.428571428571
15,2010,13,89,310.133333333333
16,2010,13,89,325.181818181818
17,2010,13,89,299.428571428571
18,2010,13,89,182.235294117647
19,2010,13,89,346
20,2010,13,89,378
21,2010,13,89,378
12,2011,13,89,200
13,2011,13,89,148
15,2011,13,89,251.25
17,2011,13,89,214.3125
18,2011,13,89,238.875
13,2008,12,90,258.333333333333
14,2008,12,90,275
17,2008,12,90,120
18,2008,12,90,106
13,2004,13,90,150
14,2004,13,90,154.166666666667
15,2004,13,90,226.222222222222
16,2004,13,90,166.666666666667
17,2004,13,90,158.75
18,2004,13,90,444.714285714286
19,2004,13,90,278.1
11,2005,13,90,233.083333333333
12,2005,13,90,80
13,2005,13,90,219.454545454545
14,2005,13,90,501
16,2005,13,90,252.4
17,2005,13,90,236.333333333333
18,2005,13,90,146.475
19,2005,13,90,131.666666666667
20,2005,13,90,241.666666666667
21,2005,13,90,450
11,2006,13,90,177.75
13,2006,13,90,161
14,2006,13,90,301.785714285714
15,2006,13,90,200
16,2006,13,90,257.777777777778
17,2006,13,90,210.333333333333
18,2006,13,90,143.241379310345
19,2006,13,90,157.5
20,2006,13,90,194.307692307692
11,2007,13,90,136.25
13,2007,13,90,132.857142857143
15,2007,13,90,90
16,2007,13,90,163.333333333333
17,2007,13,90,242.5
18,2007,13,90,150.25
19,2007,13,90,296
20,2007,13,90,137.142857142857
11,2009,13,90,170
13,2009,13,90,332.307692307692
14,2009,13,90,343.541666666667
15,2009,13,90,317.5
16,2009,13,90,345.833333333333
17,2009,13,90,299.941176470588
18,2009,13,90,150
19,2009,13,90,231.666666666667
20,2009,13,90,153.333333333333
11,2010,13,90,262.692307692308
13,2010,13,90,182.777777777778
14,2010,13,90,148.076923076923
15,2010,13,90,300
16,2010,13,90,217.5
17,2010,13,90,244.818181818182
18,2010,13,90,197
11,2011,13,90,327.5
13,2011,13,90,97.5
14,2011,13,90,285.882352941176
15,2011,13,90,274.545454545455
16,2011,13,90,292
17,2011,13,90,224.25
18,2011,13,90,360.777777777778
19,2011,13,90,156
20,2011,13,90,107.5
11,2004,13,91,235.25
13,2004,13,91,157
14,2004,13,91,189.142857142857
15,2004,13,91,153.75
16,2004,13,91,265
17,2004,13,91,220.3125
18,2004,13,91,140.94
19,2004,13,91,143.125
20,2004,13,91,243.428571428571
21,2004,13,91,290.909090909091
11,2005,13,91,204.666666666667
13,2005,13,91,220
14,2005,13,91,273.545454545455
17,2005,13,91,211.111111111111
18,2005,13,91,226.166666666667
19,2005,13,91,202
12,2006,13,91,112.666666666667
13,2006,13,91,141.818181818182
14,2006,13,91,135
15,2006,13,91,200
17,2006,13,91,199.625
19,2006,13,91,196.25
13,2007,13,91,225.714285714286
15,2007,13,91,180
17,2007,13,91,175
18,2007,13,91,164.2
11,2008,13,91,155
13,2008,13,91,60
17,2008,13,91,102.5
18,2008,13,91,202.428571428571
19,2008,13,91,161.5
20,2008,13,91,145
11,2009,13,91,199.375
12,2009,13,91,300
13,2009,13,91,211.428571428571
15,2009,13,91,191.875
16,2009,13,91,212.5
17,2009,13,91,214.875
18,2009,13,91,144.2
19,2009,13,91,225.538461538462
21,2009,13,91,372.407407407407
11,2010,13,91,333.333333333333
13,2010,13,91,263.055555555556
14,2010,13,91,208.75
16,2010,13,91,368.181818181818
17,2010,13,91,325.692307692308
18,2010,13,91,183.75
19,2010,13,91,208
20,2010,13,91,391.666666666667
21,2010,13,91,391.666666666667
12,2011,13,91,280
13,2011,13,91,322.692307692308
14,2011,13,91,203
15,2011,13,91,420
16,2011,13,91,200
17,2011,13,91,297.954545454545
18,2011,13,91,209.375
19,2011,13,91,329.3
21,2011,13,91,120
11,2004,13,92,221
13,2004,13,92,208.2
14,2004,13,92,381.416666666667
15,2004,13,92,324.35
16,2004,13,92,180
17,2004,13,92,221.666666666667
18,2004,13,92,211.125
19,2004,13,92,215.894736842105
13,2005,13,92,197.5
17,2005,13,92,193.333333333333
18,2005,13,92,190
13,2006,13,92,233.333333333333
15,2006,13,92,225.833333333333
17,2006,13,92,234.111111111111
20,2006,13,92,332
21,2006,13,92,330
11,2008,13,92,190
13,2008,13,92,95
14,2008,13,92,291.666666666667
17,2008,13,92,370
18,2008,13,92,164.625
19,2008,13,92,206.625
11,2009,13,92,228.125
13,2009,13,92,186.25
14,2009,13,92,165
15,2009,13,92,176.666666666667
17,2009,13,92,171.636363636364
18,2009,13,92,166.714285714286
19,2009,13,92,260
21,2009,13,92,362.272727272727
11,2010,13,92,412
12,2010,13,92,200
13,2010,13,92,246.944444444444
14,2010,13,92,243.333333333333
17,2010,13,92,345
18,2010,13,92,162.363636363636
19,2010,13,92,170.714285714286
20,2010,13,92,429.375
21,2010,13,92,429.375
11,2011,13,92,250
12,2011,13,92,256.25
13,2011,13,92,166.428571428571
14,2011,13,92,183.181818181818
16,2011,13,92,255
18,2011,13,92,246
19,2011,13,92,424
11,2007,14,92,248.75
13,2007,14,92,188.333333333333
14,2007,14,92,273.088235294118
15,2007,14,92,338.75
16,2007,14,92,353.636363636364
17,2007,14,92,246.244444444444
18,2007,14,92,291.4375
19,2007,14,92,377
20,2007,14,92,333.5
21,2007,14,92,388.703703703704
11,2004,13,93,145
13,2004,13,93,293.75
14,2004,13,93,149.090909090909
15,2004,13,93,211.25
16,2004,13,93,70
17,2004,13,93,177.791666666667
18,2004,13,93,187.5
19,2004,13,93,168.75
13,2005,13,93,280
17,2005,13,93,233.142857142857
11,2008,13,93,130
12,2008,13,93,400
13,2008,13,93,166.666666666667
17,2008,13,93,125
18,2008,13,93,171.583333333333
19,2008,13,93,169.2
11,2009,13,93,245
14,2009,13,93,165
15,2009,13,93,375.5
16,2009,13,93,375.5
17,2009,13,93,247.323529411765
18,2009,13,93,241.695652173913
19,2009,13,93,335.692307692308
20,2009,13,93,341.176470588235
21,2009,13,93,375.5
11,2010,13,93,274
13,2010,13,93,300
14,2010,13,93,116.666666666667
15,2010,13,93,227.5
17,2010,13,93,268.333333333333
18,2010,13,93,250
19,2010,13,93,305.5
12,2011,13,93,250
13,2011,13,93,161.666666666667
14,2011,13,93,472.777777777778
16,2011,13,93,237.5
17,2011,13,93,235
18,2011,13,93,343
19,2011,13,93,259.6
11,2006,14,93,165.333333333333
12,2006,14,93,130
13,2006,14,93,155
14,2006,14,93,200
15,2006,14,93,226.666666666667
16,2006,14,93,227.222222222222
17,2006,14,93,268.769230769231
18,2006,14,93,196.833333333333
19,2006,14,93,248.75
20,2006,14,93,451.875
21,2006,14,93,427.5
11,2007,14,93,165
13,2007,14,93,310.142857142857
14,2007,14,93,313.571428571429
15,2007,14,93,231.923076923077
17,2007,14,93,190
18,2007,14,93,176.375
19,2007,14,93,206.388888888889
21,2007,14,93,302
13,2004,13,94,201.625
14,2004,13,94,200
15,2004,13,94,242.5
16,2004,13,94,105
17,2004,13,94,159.933333333333
18,2004,13,94,298
19,2004,13,94,197.142857142857
11,2008,13,94,330
13,2008,13,94,223.75
15,2008,13,94,182.5
17,2008,13,94,164.181818181818
18,2008,13,94,187.611111111111
11,2009,13,94,211.666666666667
13,2009,13,94,147.857142857143
14,2009,13,94,163.571428571429
16,2009,13,94,375.5
17,2009,13,94,308.3125
18,2009,13,94,290.25
21,2009,13,94,400.555555555556
13,2010,13,94,456.25
14,2010,13,94,275
16,2010,13,94,250
18,2010,13,94,105
19,2010,13,94,372.333333333333
21,2010,13,94,437
12,2005,14,94,203
13,2005,14,94,275.3
14,2005,14,94,60
15,2005,14,94,275
16,2005,14,94,247.2
17,2005,14,94,455.909090909091
18,2005,14,94,545
19,2005,14,94,357.25
12,2006,14,94,110
13,2006,14,94,219.058823529412
14,2006,14,94,471.071428571429
15,2006,14,94,241.666666666667
16,2006,14,94,250
17,2006,14,94,201.466666666667
18,2006,14,94,160.642857142857
19,2006,14,94,195.142857142857
12,2007,14,94,277.5
13,2007,14,94,152.727272727273
14,2007,14,94,174
15,2007,14,94,300
17,2007,14,94,199.615384615385
18,2007,14,94,188.909090909091
19,2007,14,94,297.5
11,2011,14,94,515
12,2011,14,94,220.625
13,2011,14,94,299.230769230769
14,2011,14,94,169.545454545455
15,2011,14,94,254.375
16,2011,14,94,275
17,2011,14,94,267.117647058824
18,2011,14,94,266.5
19,2011,14,94,259.75
11,2004,13,95,236.333333333333
13,2004,13,95,210
14,2004,13,95,166.875
16,2004,13,95,199
17,2004,13,95,142.272727272727
11,2008,13,95,225
13,2008,13,95,220
17,2008,13,95,390.214285714286
18,2008,13,95,180.2
13,2009,13,95,160
17,2009,13,95,178.4
18,2009,13,95,163.5
11,2005,14,95,135
13,2005,14,95,131.454545454545
14,2005,14,95,124.815789473684
15,2005,14,95,202
16,2005,14,95,188.333333333333
17,2005,14,95,197.8
11,2006,14,95,250
12,2006,14,95,110
13,2006,14,95,212.5
14,2006,14,95,290
15,2006,14,95,298.571428571429
16,2006,14,95,212.5
17,2006,14,95,211.666666666667
18,2006,14,95,207.5
13,2007,14,95,226.5
14,2007,14,95,377
15,2007,14,95,351.25
16,2007,14,95,169.166666666667
17,2007,14,95,204.615384615385
18,2007,14,95,192.846153846154
21,2007,14,95,401.111111111111
13,2010,14,95,219.6875
14,2010,14,95,292.291666666667
15,2010,14,95,391.666666666667
16,2010,14,95,391.666666666667
17,2010,14,95,343.571428571429
18,2010,14,95,309.285714285714
19,2010,14,95,326.428571428571
21,2010,14,95,429.375
11,2011,14,95,497.5
13,2011,14,95,215
14,2011,14,95,300.384615384615
15,2011,14,95,592.5
16,2011,14,95,592.5
17,2011,14,95,349.619047619048
18,2011,14,95,344.25
19,2011,14,95,340.785714285714
20,2011,14,95,592.5
21,2011,14,95,592.5
11,2008,13,96,180
13,2008,13,96,180
17,2008,13,96,112.5
18,2008,13,96,187.391304347826
11,2004,14,96,301.428571428571
12,2004,14,96,252.5
13,2004,14,96,339.944444444444
14,2004,14,96,129.5
15,2004,14,96,186.666666666667
16,2004,14,96,198
17,2004,14,96,208.48275862069
18,2004,14,96,136.333333333333
19,2004,14,96,392.5
21,2004,14,96,441.590909090909
11,2005,14,96,155
13,2005,14,96,157.5
14,2005,14,96,88.1818181818182
15,2005,14,96,106.25
17,2005,14,96,155.666666666667
19,2005,14,96,232
11,2006,14,96,360
13,2006,14,96,433.333333333333
14,2006,14,96,188.75
15,2006,14,96,250
16,2006,14,96,224.166666666667
17,2006,14,96,195.571428571429
18,2006,14,96,189.571428571429
19,2006,14,96,218.909090909091
20,2006,14,96,426.111111111111
21,2006,14,96,363.75
11,2007,14,96,270
12,2007,14,96,275
13,2007,14,96,212.5
15,2007,14,96,107.5
17,2007,14,96,172
18,2007,14,96,223.8
19,2007,14,96,187.333333333333
11,2009,14,96,111.666666666667
12,2009,14,96,270
13,2009,14,96,175
14,2009,14,96,209.375
15,2009,14,96,186.428571428571
16,2009,14,96,422.222222222222
17,2009,14,96,185.208333333333
19,2009,14,96,214.352941176471
11,2010,14,96,363.333333333333
13,2010,14,96,378.75
14,2010,14,96,206.111111111111
17,2010,14,96,244.909090909091
18,2010,14,96,238.357142857143
11,2011,14,96,275
13,2011,14,96,286.875
14,2011,14,96,205
15,2011,14,96,208.5
17,2011,14,96,480
18,2011,14,96,252
19,2011,14,96,223
17,2008,13,97,110
18,2008,13,97,187.75
21,2008,13,97,477.5
11,2004,14,97,120
13,2004,14,97,200.75
14,2004,14,97,142.2
16,2004,14,97,205
17,2004,14,97,193.04347826087
18,2004,14,97,214.444444444444
11,2005,14,97,185
12,2005,14,97,387.666666666667
13,2005,14,97,165
14,2005,14,97,128.363636363636
15,2005,14,97,111.375
16,2005,14,97,66.6666666666667
17,2005,14,97,216.923076923077
18,2005,14,97,153.285714285714
21,2005,14,97,275.416666666667
11,2006,14,97,274.375
12,2006,14,97,110
13,2006,14,97,170
14,2006,14,97,228.928571428571
15,2006,14,97,278.333333333333
16,2006,14,97,235
17,2006,14,97,229.333333333333
18,2006,14,97,220.6
19,2006,14,97,205.111111111111
13,2007,14,97,219.166666666667
14,2007,14,97,242.5
17,2007,14,97,202
18,2007,14,97,183
19,2007,14,97,174
13,2009,14,97,163
14,2009,14,97,266.590909090909
15,2009,14,97,195.909090909091
17,2009,14,97,198.909090909091
18,2009,14,97,137.888888888889
19,2009,14,97,322.071428571429
13,2010,14,97,402.692307692308
14,2010,14,97,282.5
17,2010,14,97,373.1
18,2010,14,97,319.214285714286
19,2010,14,97,350.909090909091
20,2010,14,97,428.75
21,2010,14,97,409.411764705882
12,2011,14,97,240.714285714286
13,2011,14,97,253
14,2011,14,97,298.333333333333
15,2011,14,97,405.526315789474
16,2011,14,97,275
18,2011,14,97,276.25
11,2004,14,98,225
13,2004,14,98,212.25
14,2004,14,98,172.368421052632
15,2004,14,98,115.416666666667
16,2004,14,98,114
17,2004,14,98,240.98
18,2004,14,98,170.666666666667
19,2004,14,98,255.7
21,2004,14,98,535
11,2005,14,98,226.071428571429
13,2005,14,98,153.333333333333
14,2005,14,98,114.5
15,2005,14,98,117.222222222222
17,2005,14,98,153.75
18,2005,14,98,212.5
11,2006,14,98,280
13,2006,14,98,235
14,2006,14,98,138
15,2006,14,98,235
17,2006,14,98,179.272727272727
18,2007,14,98,145
20,2007,14,98,401.111111111111
21,2007,14,98,401.111111111111
13,2008,14,98,270
14,2008,14,98,282.5
15,2008,14,98,312.272727272727
17,2008,14,98,173.588235294118
18,2008,14,98,201.785714285714
11,2009,14,98,380
13,2009,14,98,384.625
14,2009,14,98,183.181818181818
